stop_id,stop_city
2574965,Avon
2574966,Avon
2574967,Avon
2574968,Avon
2574969,Avon
2574970,Avon
2574971,Avon
2574972,Avon
2574973,Avon
2574974,Avon
2574975,Avon
2574976,Avon
2574977,Avon
2574978,Avon
2574979,Avon
2574980,Avon
2574981,Avon
2574982,Avon
2574983,Avon
2574984,Avon
2574985,Avon
2574986,Avon
2574987,Avon
2574988,Avon
2574989,Avon
2576332,Avon
2576333,Avon
2576334,Avon
2629088,Avon
