shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_914339,39.634917,-106.520012,552,9702.05785328999
p_914339,39.634895,-106.520117,553,9711.39686645999
p_914339,39.634879,-106.520219,554,9720.33163253999
p_914339,39.634874,-106.520329,555,9729.79109898999
p_914339,39.634868,-106.520527,556,9746.80184272999
p_914339,39.634905,-106.520814,557,9771.78003718999
p_914339,39.634936,-106.520929,558,9782.23520277999
p_914339,39.634994,-106.520985,559,9790.27135776999
p_914339,39.635039,-106.521077,560,9799.61690780999
p_914339,39.6351,-106.521188,561,9811.30753617999
p_914339,39.63514,-106.521429,562,9832.46787061999
p_914339,39.635258,-106.521852,563,9871.07205685999
p_914339,39.635331,-106.521977,564,9884.51978619999
p_914339,39.635461,-106.522076,565,9901.26964905999
p_914339,39.635616,-106.522142,566,9919.38762997999
p_914339,39.635741,-106.522148,567,9933.27563973999
p_914339,39.635849,-106.522142,568,9945.27768252999
p_914339,39.635935,-106.522146,569,9954.83223233999
p_914339,39.63601,-106.522145,570,9963.15974822999
p_914339,39.636135,-106.522135,571,9977.06472872999
p_914339,39.636247,-106.522132,572,9989.50249202999
p_914339,39.636313,-106.522129,573,9996.83484114999
p_914339,39.636366,-106.522092,574,10003.52181539
p_914339,39.63644,-106.522062,575,10012.13203334
p_914339,39.636496,-106.522022,576,10019.23477122
p_914339,39.636535,-106.521991,577,10024.3172435
p_914339,39.636592,-106.521946,578,10031.73167469
p_914339,39.636631,-106.521885,579,10038.52658834
p_914339,39.636687,-106.521757,580,10051.15183379
p_914339,39.636689,-106.521708,581,10055.36408101
p_914339,39.636697,-106.521668,582,10058.91088725
p_914339,39.63671,-106.52162,583,10063.27691223
p_914339,39.63675,-106.521576,584,10069.1070406
p_914339,39.636791,-106.521549,585,10074.215283
p_914339,39.636815,-106.52154,586,10076.9896921
p_914339,39.63684,-106.521531,587,10079.87090286
p_914339,39.636888,-106.521526,588,10085.21748744
p_914339,39.636952,-106.521515,589,10092.38572674
p_914339,39.636979,-106.521503,590,10095.55553102
p_914339,39.637029,-106.521485,591,10101.31795164
p_914339,39.637066,-106.521473,592,10105.55316452
p_914339,39.637104,-106.521445,593,10110.40886928
p_914339,39.637155,-106.521392,594,10117.67268598
p_914339,39.637202,-106.521355,595,10123.78162246
p_914339,39.637264,-106.521292,596,10132.53570034
p_914339,39.637436,-106.52113,597,10156.15947569
p_914339,39.637499,-106.52107,598,10164.84598038
p_914339,39.637553,-106.521016,599,10172.42452568
p_914339,39.637598,-106.520962,600,10179.24001047
p_914339,39.63762,-106.52091,601,10184.32847087
p_914339,39.637651,-106.520853,602,10190.31083059
p_914339,39.637687,-106.520804,603,10196.11334715
p_914339,39.637719,-106.520748,604,10202.09101256
p_914339,39.637757,-106.520682,605,10209.15501642
p_914339,39.637801,-106.520634,606,10215.54592523
p_914339,39.637839,-106.52062,607,10219.93280758
p_914339,39.63788,-106.520616,608,10224.49787467
p_914339,39.63792,-106.520619,609,10228.94644247
p_914339,39.637972,-106.520626,610,10234.75106883
p_914339,39.638013,-106.520642,611,10239.50589864
p_914339,39.638058,-106.520665,612,10244.87811299
p_914339,39.638096,-106.520698,613,10249.95996895
p_914339,39.63827,-106.52088,614,10274.80563853
p_914339,39.638424,-106.521043,615,10296.89945081
p_914339,39.638454,-106.521076,616,10301.27200267
p_914339,39.638523,-106.521151,617,10311.27898951
p_914339,39.63865,-106.521299,618,10330.25879912
p_914339,39.638786,-106.521401,619,10347.71356354
p_914339,39.638818,-106.521464,620,10354.18426831
p_914339,39.638852,-106.521507,621,10359.46396537
p_914339,39.638989,-106.521722,622,10383.38033705
p_914339,39.639044,-106.521761,623,10390.34435914
p_914339,39.639113,-106.52173,624,10398.45429061
p_914339,39.639235,-106.521584,625,10416.90829649
p_914339,39.639293,-106.521443,626,10430.61840087
p_914339,39.639302,-106.521305,627,10442.50659375
p_914339,39.639289,-106.521158,628,10455.20756982
p_914339,39.639269,-106.52107,629,10463.0812319
p_914339,39.63924,-106.521,630,10469.898423
p_914339,39.639194,-106.52093,631,10477.78456604
p_914339,39.639082,-106.520799,632,10494.55023419
p_914339,39.638691,-106.520453,633,10547.15019409
p_914339,39.638577,-106.520358,634,10562.20701801
p_914339,39.63846,-106.520257,635,10577.82485171
p_914339,39.638187,-106.519964,636,10617.21201057
p_914339,39.637793,-106.519529,637,10674.72742335
p_914339,39.637486,-106.519176,638,10720.33530136
p_914339,39.637343,-106.518989,639,10742.91338477
p_914339,39.637182,-106.518744,640,10770.51533255
p_914339,39.636997,-106.518424,641,10804.81555536
p_914339,39.636594,-106.517766,642,10876.87577776
p_914339,39.63628,-106.517239,643,10933.99051442
p_914339,39.636011,-106.516806,644,10981.67374641
p_914339,39.635845,-106.516619,645,11006.11530369
p_914339,39.635736,-106.516533,646,11020.2914653
p_914339,39.635633,-106.516473,647,11032.83374916
p_914339,39.635525,-106.516394,648,11046.60970878
p_914339,39.635419,-106.516291,649,11061.33015266
p_914339,39.635324,-106.516173,650,11075.95433087
p_914339,39.635283,-106.5161,651,11083.69994535
p_914339,39.635237,-106.516008,652,11093.105297
p_914339,39.635145,-106.515814,653,11112.64244756
p_914339,39.635075,-106.515668,654,11127.39013727
p_914339,39.635045,-106.515559,655,11137.32257512
p_914339,39.635013,-106.515442,656,11147.97650946
p_914339,39.634935,-106.515098,657,11178.75143811
p_914339,39.634904,-106.514969,658,11190.34821966
p_914339,39.634861,-106.514844,659,11202.09319122
p_914339,39.63481,-106.514716,660,11214.45474949
p_914339,39.634648,-106.51431,661,11253.67604112
p_914339,39.634535,-106.514032,662,11280.63841205
p_914339,39.634487,-106.513867,663,11295.77260544
p_914339,39.634439,-106.513584,664,11320.64508741
p_914339,39.63436,-106.513109,665,11362.35532873
p_914339,39.634235,-106.51234,666,11429.81520685
p_914339,39.634185,-106.512049,667,11455.40628089
p_914339,39.634154,-106.511921,668,11466.92122498
p_914339,39.634109,-106.511789,669,11479.30568236
p_914339,39.634035,-106.511625,670,11495.60670416
p_914339,39.633979,-106.511473,671,11510.06117091
p_914339,39.633945,-106.511327,672,11523.15111929
p_914339,39.633929,-106.51121,673,11533.35122956
p_914339,39.633921,-106.511096,674,11543.17813832
p_914339,39.633919,-106.510923,675,11558.03152276
p_914339,39.633922,-106.510638,676,11582.50050352
p_914339,39.633924,-106.510174,677,11622.33464773
p_914339,39.633925,-106.510053,678,11632.72286274
p_914339,39.633925,-106.509929,679,11643.36802867
p_914339,39.633928,-106.509829,680,11651.95929895
p_914339,39.633931,-106.509512,681,11679.17518711
p_914339,39.633932,-106.509395,682,11689.22002894
p_914339,39.633936,-106.509135,683,11711.54495305
p_914339,39.633924,-106.508938,684,11728.50942924
p_914339,39.633895,-106.508756,685,11744.46210109
p_914339,39.633804,-106.508407,686,11776.08082816
p_914339,39.633623,-106.507759,687,11835.2290971
p_914339,39.633478,-106.507402,688,11869.8480828
p_914339,39.633417,-106.50726,689,11883.79361668
p_914339,39.633341,-106.507163,690,11895.64882439
